top,jungle,mid,bot,support
Dr. Mundo,Annie,Lucian,Ezreal,Amumu
Dr. Mundo,Annie,Lucian,Ezreal,Blitzcrank
Dr. Mundo,Annie,Lucian,Ezreal,Braum
Dr. Mundo,Annie,Lucian,Ezreal,Leona
Dr. Mundo,Annie,Lucian,Ezreal,Maokai
Dr. Mundo,Annie,Lucian,Ezreal,Nautilus
Dr. Mundo,Annie,Lucian,Ezreal,Rell
Dr. Mundo,Annie,Lucian,Ezreal,Tahm Kench
Dr. Mundo,Annie,Lucian,Jhin,Alistar
Dr. Mundo,Annie,Lucian,Jhin,Amumu
Dr. Mundo,Annie,Lucian,Jhin,Blitzcrank
Dr. Mundo,Annie,Lucian,Jhin,Braum
Dr. Mundo,Annie,Lucian,Jhin,Leona
Dr. Mundo,Annie,Lucian,Jhin,Maokai
Dr. Mundo,Annie,Lucian,Jhin,Nautilus
Dr. Mundo,Annie,Lucian,Jhin,Rell
Dr. Mundo,Annie,Lucian,Jhin,Tahm Kench
Dr. Mundo,Annie,Lucian,Kai'Sa,Alistar
Dr. Mundo,Annie,Lucian,Kai'Sa,Amumu
Dr. Mundo,Annie,Lucian,Kai'Sa,Blitzcrank
Dr. Mundo,Annie,Lucian,Kai'Sa,Braum
Dr. Mundo,Annie,Lucian,Kai'Sa,Leona
Dr. Mundo,Annie,Lucian,Kai'Sa,Maokai
Dr. Mundo,Annie,Lucian,Kai'Sa,Nautilus
Dr. Mundo,Annie,Lucian,Kai'Sa,Rell
Dr. Mundo,Annie,Lucian,Kai'Sa,Tahm Kench
Dr. Mundo,Annie,Lucian,Kog'Maw,Alistar
Dr. Mundo,Annie,Lucian,Kog'Maw,Amumu
Dr. Mundo,Annie,Lucian,Kog'Maw,Blitzcrank
Dr. Mundo,Annie,Lucian,Kog'Maw,Braum
Dr. Mundo,Annie,Lucian,Kog'Maw,Leona
Dr. Mundo,Annie,Lucian,Kog'Maw,Maokai
Dr. Mundo,Annie,Lucian,Kog'Maw,Nautilus
Dr. Mundo,Annie,Lucian,Kog'Maw,Rell
Dr. Mundo,Annie,Lucian,Kog'Maw,Tahm Kench
Dr. Mundo,Annie,Lucian,Miss Fortune,Alistar
Dr. Mundo,Annie,Lucian,Miss Fortune,Amumu
Dr. Mundo,Annie,Lucian,Miss Fortune,Blitzcrank
Dr. Mundo,Annie,Lucian,Miss Fortune,Braum
Dr. Mundo,Annie,Lucian,Miss Fortune,Leona
Dr. Mundo,Annie,Lucian,Miss Fortune,Maokai
Dr. Mundo,Annie,Lucian,Miss Fortune,Nautilus
Dr. Mundo,Annie,Lucian,Miss Fortune,Rell
Dr. Mundo,Annie,Lucian,Miss Fortune,Tahm Kench
Dr. Mundo,Annie,Lucian,Smolder,Alistar
Dr. Mundo,Annie,Lucian,Smolder,Amumu
Dr. Mundo,Annie,Lucian,Smolder,Blitzcrank
Dr. Mundo,Annie,Lucian,Smolder,Braum
Dr. Mundo,Annie,Lucian,Smolder,Leona
Dr. Mundo,Annie,Lucian,Smolder,Maokai
Dr. Mundo,Annie,Lucian,Smolder,Nautilus
Dr. Mundo,Annie,Lucian,Smolder,Rell
Dr. Mundo,Annie,Lucian,Smolder,Tahm Kench
Dr. Mundo,Annie,Lucian,Teemo,Alistar
Dr. Mundo,Annie,Lucian,Teemo,Amumu
Dr. Mundo,Annie,Lucian,Teemo,Blitzcrank
Dr. Mundo,Annie,Lucian,Teemo,Braum
Dr. Mundo,Annie,Lucian,Teemo,Leona
Dr. Mundo,Annie,Lucian,Teemo,Maokai
Dr. Mundo,Annie,Lucian,Teemo,Nautilus
Dr. Mundo,Annie,Lucian,Teemo,Rell
Dr. Mundo,Annie,Lucian,Teemo,Tahm Kench
Dr. Mundo,Annie,Lucian,Varus,Alistar
Dr. Mundo,Annie,Lucian,Varus,Amumu
Dr. Mundo,Annie,Lucian,Varus,Blitzcrank
Dr. Mundo,Annie,Lucian,Varus,Braum
Dr. Mundo,Annie,Lucian,Varus,Leona
Dr. Mundo,Annie,Lucian,Varus,Maokai
Dr. Mundo,Annie,Lucian,Varus,Nautilus
Dr. Mundo,Annie,Lucian,Varus,Rell
Dr. Mundo,Annie,Lucian,Varus,Tahm Kench
Dr. Mundo,Annie,Quinn,Corki,Alistar
Dr. Mundo,Annie,Quinn,Corki,Amumu
Dr. Mundo,Annie,Quinn,Corki,Blitzcrank
Dr. Mundo,Annie,Quinn,Corki,Braum
Dr. Mundo,Annie,Quinn,Corki,Leona
Dr. Mundo,Annie,Quinn,Corki,Maokai
Dr. Mundo,Annie,Quinn,Corki,Nautilus
Dr. Mundo,Annie,Quinn,Corki,Rell
Dr. Mundo,Annie,Quinn,Corki,Tahm Kench
Dr. Mundo,Annie,Quinn,Ezreal,Alistar
Dr. Mundo,Annie,Quinn,Ezreal,Amumu
Dr. Mundo,Annie,Quinn,Ezreal,Blitzcrank
Dr. Mundo,Annie,Quinn,Ezreal,Braum
Dr. Mundo,Annie,Quinn,Ezreal,Leona
Dr. Mundo,Annie,Quinn,Ezreal,Maokai
Dr. Mundo,Annie,Quinn,Ezreal,Nautilus
Dr. Mundo,Annie,Quinn,Ezreal,Rell
Dr. Mundo,Annie,Quinn,Ezreal,Tahm Kench
Dr. Mundo,Annie,Quinn,Jhin,Alistar
Dr. Mundo,Annie,Quinn,Jhin,Amumu
Dr. Mundo,Annie,Quinn,Jhin,Blitzcrank
Dr. Mundo,Annie,Quinn,Jhin,Braum
Dr. Mundo,Annie,Quinn,Jhin,Leona
Dr. Mundo,Annie,Quinn,Jhin,Maokai
Dr. Mundo,Annie,Quinn,Jhin,Nautilus
Dr. Mundo,Annie,Quinn,Jhin,Rell
Dr. Mundo,Annie,Quinn,Jhin,Tahm Kench
Dr. Mundo,Annie,Quinn,Kai'Sa,Alistar
Dr. Mundo,Annie,Quinn,Kai'Sa,Amumu
Dr. Mundo,Annie,Quinn,Kai'Sa,Blitzcrank
Dr. Mundo,Annie,Quinn,Kai'Sa,Braum
Dr. Mundo,Annie,Quinn,Kai'Sa,Leona
Dr. Mundo,Annie,Quinn,Kai'Sa,Maokai
Dr. Mundo,Annie,Quinn,Kai'Sa,Nautilus
Dr. Mundo,Annie,Quinn,Kai'Sa,Rell
Dr. Mundo,Annie,Quinn,Kai'Sa,Tahm Kench
Dr. Mundo,Annie,Quinn,Kog'Maw,Alistar
Dr. Mundo,Annie,Quinn,Kog'Maw,Amumu
Dr. Mundo,Annie,Quinn,Kog'Maw,Blitzcrank
Dr. Mundo,Annie,Quinn,Kog'Maw,Braum
Dr. Mundo,Annie,Quinn,Kog'Maw,Leona
Dr. Mundo,Annie,Quinn,Kog'Maw,Maokai
Dr. Mundo,Annie,Quinn,Kog'Maw,Nautilus
Dr. Mundo,Annie,Quinn,Kog'Maw,Rell
Dr. Mundo,Annie,Quinn,Kog'Maw,Tahm Kench
Dr. Mundo,Annie,Quinn,Miss Fortune,Alistar
Dr. Mundo,Annie,Quinn,Miss Fortune,Amumu
Dr. Mundo,Annie,Quinn,Miss Fortune,Blitzcrank
Dr. Mundo,Annie,Quinn,Miss Fortune,Braum
Dr. Mundo,Annie,Quinn,Miss Fortune,Leona
Dr. Mundo,Annie,Quinn,Miss Fortune,Maokai
Dr. Mundo,Annie,Quinn,Miss Fortune,Nautilus
Dr. Mundo,Annie,Quinn,Miss Fortune,Rell
Dr. Mundo,Annie,Quinn,Miss Fortune,Tahm Kench
Dr. Mundo,Annie,Quinn,Smolder,Alistar
Dr. Mundo,Annie,Quinn,Smolder,Amumu
Dr. Mundo,Annie,Quinn,Smolder,Blitzcrank
Dr. Mundo,Annie,Quinn,Smolder,Braum
Dr. Mundo,Annie,Quinn,Smolder,Leona
Dr. Mundo,Annie,Quinn,Smolder,Maokai
Dr. Mundo,Annie,Quinn,Smolder,Nautilus
Dr. Mundo,Annie,Quinn,Smolder,Rell
Dr. Mundo,Annie,Quinn,Smolder,Tahm Kench
Dr. Mundo,Annie,Quinn,Teemo,Alistar
Dr. Mundo,Annie,Quinn,Teemo,Amumu
Dr. Mundo,Annie,Quinn,Teemo,Blitzcrank
Dr. Mundo,Annie,Quinn,Teemo,Braum
Dr. Mundo,Annie,Quinn,Teemo,Leona
Dr. Mundo,Annie,Quinn,Teemo,Maokai
Dr. Mundo,Annie,Quinn,Teemo,Nautilus
Dr. Mundo,Annie,Quinn,Teemo,Rell
Dr. Mundo,Annie,Quinn,Teemo,Tahm Kench
Dr. Mundo,Annie,Quinn,Varus,Alistar
Dr. Mundo,Annie,Quinn,Varus,Amumu
Dr. Mundo,Annie,Quinn,Varus,Blitzcrank
Dr. Mundo,Annie,Quinn,Varus,Braum
Dr. Mundo,Annie,Quinn,Varus,Leona
Dr. Mundo,Annie,Quinn,Varus,Maokai
Dr. Mundo,Annie,Quinn,Varus,Nautilus
Dr. Mundo,Annie,Quinn,Varus,Rell
Dr. Mundo,Annie,Quinn,Varus,Tahm Kench
Dr. Mundo,Annie,Samira,Corki,Alistar
Dr. Mundo,Annie,Samira,Corki,Amumu
Dr. Mundo,Annie,Samira,Corki,Blitzcrank
Dr. Mundo,Annie,Samira,Corki,Braum
Dr. Mundo,Annie,Samira,Corki,Leona
Dr. Mundo,Annie,Samira,Corki,Maokai
Dr. Mundo,Annie,Samira,Corki,Nautilus
Dr. Mundo,Annie,Samira,Corki,Rell
Dr. Mundo,Annie,Samira,Corki,Tahm Kench
Dr. Mundo,Annie,Samira,Ezreal,Alistar
Dr. Mundo,Annie,Samira,Ezreal,Amumu
Dr. Mundo,Annie,Samira,Ezreal,Blitzcrank
Dr. Mundo,Annie,Samira,Ezreal,Braum
Dr. Mundo,Annie,Samira,Ezreal,Leona
Dr. Mundo,Annie,Samira,Ezreal,Maokai
Dr. Mundo,Annie,Samira,Ezreal,Nautilus
Dr. Mundo,Annie,Samira,Ezreal,Rell
Dr. Mundo,Annie,Samira,Ezreal,Tahm Kench
Dr. Mundo,Annie,Samira,Jhin,Alistar
Dr. Mundo,Annie,Samira,Jhin,Amumu
Dr. Mundo,Annie,Samira,Jhin,Blitzcrank
Dr. Mundo,Annie,Samira,Jhin,Braum
Dr. Mundo,Annie,Samira,Jhin,Leona
Dr. Mundo,Annie,Samira,Jhin,Maokai
Dr. Mundo,Annie,Samira,Jhin,Nautilus
Dr. Mundo,Annie,Samira,Jhin,Rell
Dr. Mundo,Annie,Samira,Jhin,Tahm Kench
Dr. Mundo,Annie,Samira,Kai'Sa,Alistar
Dr. Mundo,Annie,Samira,Kai'Sa,Amumu
Dr. Mundo,Annie,Samira,Kai'Sa,Blitzcrank
Dr. Mundo,Annie,Samira,Kai'Sa,Braum
Dr. Mundo,Annie,Samira,Kai'Sa,Leona
Dr. Mundo,Annie,Samira,Kai'Sa,Maokai
Dr. Mundo,Annie,Samira,Kai'Sa,Nautilus
Dr. Mundo,Annie,Samira,Kai'Sa,Rell
Dr. Mundo,Annie,Samira,Kai'Sa,Tahm Kench
Dr. Mundo,Annie,Samira,Kog'Maw,Alistar
Dr. Mundo,Annie,Samira,Kog'Maw,Amumu
Dr. Mundo,Annie,Samira,Kog'Maw,Blitzcrank
Dr. Mundo,Annie,Samira,Kog'Maw,Braum
Dr. Mundo,Annie,Samira,Kog'Maw,Leona
Dr. Mundo,Annie,Samira,Kog'Maw,Maokai
Dr. Mundo,Annie,Samira,Kog'Maw,Nautilus
Dr. Mundo,Annie,Samira,Kog'Maw,Rell
Dr. Mundo,Annie,Samira,Kog'Maw,Tahm Kench
Dr. Mundo,Annie,Samira,Miss Fortune,Alistar
Dr. Mundo,Annie,Samira,Miss Fortune,Amumu
Dr. Mundo,Annie,Samira,Miss Fortune,Blitzcrank
Dr. Mundo,Annie,Samira,Miss Fortune,Braum
Dr. Mundo,Annie,Samira,Miss Fortune,Leona
Dr. Mundo,Annie,Samira,Miss Fortune,Maokai
Dr. Mundo,Annie,Samira,Miss Fortune,Nautilus
Dr. Mundo,Annie,Samira,Miss Fortune,Rell
Dr. Mundo,Annie,Samira,Miss Fortune,Tahm Kench
Dr. Mundo,Annie,Samira,Smolder,Alistar
Dr. Mundo,Annie,Samira,Smolder,Amumu
Dr. Mundo,Annie,Samira,Smolder,Blitzcrank
Dr. Mundo,Annie,Samira,Smolder,Braum
Dr. Mundo,Annie,Samira,Smolder,Leona
Dr. Mundo,Annie,Samira,Smolder,Maokai
Dr. Mundo,Annie,Samira,Smolder,Nautilus
Dr. Mundo,Annie,Samira,Smolder,Rell
Dr. Mundo,Annie,Samira,Smolder,Tahm Kench
Dr. Mundo,Annie,Samira,Teemo,Alistar
Dr. Mundo,Annie,Samira,Teemo,Amumu
Dr. Mundo,Annie,Samira,Teemo,Blitzcrank
Dr. Mundo,Annie,Samira,Teemo,Braum
Dr. Mundo,Annie,Samira,Teemo,Leona
Dr. Mundo,Annie,Samira,Teemo,Maokai
Dr. Mundo,Annie,Samira,Teemo,Nautilus
Dr. Mundo,Annie,Samira,Teemo,Rell
Dr. Mundo,Annie,Samira,Teemo,Tahm Kench
Dr. Mundo,Annie,Samira,Varus,Alistar
Dr. Mundo,Annie,Samira,Varus,Amumu
Dr. Mundo,Annie,Samira,Varus,Blitzcrank
Dr. Mundo,Annie,Samira,Varus,Braum
Dr. Mundo,Annie,Samira,Varus,Leona
Dr. Mundo,Annie,Samira,Varus,Maokai
Dr. Mundo,Annie,Samira,Varus,Nautilus
Dr. Mundo,Annie,Samira,Varus,Rell
Dr. Mundo,Annie,Samira,Varus,Tahm Kench
Dr. Mundo,Annie,Tristana,Corki,Alistar
Dr. Mundo,Annie,Tristana,Corki,Amumu
Dr. Mundo,Annie,Tristana,Corki,Blitzcrank
Dr. Mundo,Annie,Tristana,Corki,Braum
Dr. Mundo,Annie,Tristana,Corki,Leona
Dr. Mundo,Annie,Tristana,Corki,Maokai
Dr. Mundo,Annie,Tristana,Corki,Nautilus
Dr. Mundo,Annie,Tristana,Corki,Rell
Dr. Mundo,Annie,Tristana,Corki,Tahm Kench
Dr. Mundo,Annie,Tristana,Ezreal,Alistar
Dr. Mundo,Annie,Tristana,Ezreal,Amumu
Dr. Mundo,Annie,Tristana,Ezreal,Blitzcrank
Dr. Mundo,Annie,Tristana,Ezreal,Braum
Dr. Mundo,Annie,Tristana,Ezreal,Leona
Dr. Mundo,Annie,Tristana,Ezreal,Maokai
Dr. Mundo,Annie,Tristana,Ezreal,Nautilus
Dr. Mundo,Annie,Tristana,Ezreal,Rell
Dr. Mundo,Annie,Tristana,Ezreal,Tahm Kench
Dr. Mundo,Annie,Tristana,Jhin,Alistar
Dr. Mundo,Annie,Tristana,Jhin,Amumu
Dr. Mundo,Annie,Tristana,Jhin,Blitzcrank
Dr. Mundo,Annie,Tristana,Jhin,Braum
Dr. Mundo,Annie,Tristana,Jhin,Leona
Dr. Mundo,Annie,Tristana,Jhin,Maokai
Dr. Mundo,Annie,Tristana,Jhin,Nautilus
Dr. Mundo,Annie,Tristana,Jhin,Rell
Dr. Mundo,Annie,Tristana,Jhin,Tahm Kench
Dr. Mundo,Annie,Tristana,Kai'Sa,Alistar
Dr. Mundo,Annie,Tristana,Kai'Sa,Amumu
Dr. Mundo,Annie,Tristana,Kai'Sa,Blitzcrank
Dr. Mundo,Annie,Tristana,Kai'Sa,Braum
Dr. Mundo,Annie,Tristana,Kai'Sa,Leona
Dr. Mundo,Annie,Tristana,Kai'Sa,Maokai
Dr. Mundo,Annie,Tristana,Kai'Sa,Nautilus
Dr. Mundo,Annie,Tristana,Kai'Sa,Rell
Dr. Mundo,Annie,Tristana,Kai'Sa,Tahm Kench
Dr. Mundo,Annie,Tristana,Kog'Maw,Alistar
Dr. Mundo,Annie,Tristana,Kog'Maw,Amumu
Dr. Mundo,Annie,Tristana,Kog'Maw,Blitzcrank
Dr. Mundo,Annie,Tristana,Kog'Maw,Braum
Dr. Mundo,Annie,Tristana,Kog'Maw,Leona
Dr. Mundo,Annie,Tristana,Kog'Maw,Maokai
Dr. Mundo,Annie,Tristana,Kog'Maw,Nautilus
Dr. Mundo,Annie,Tristana,Kog'Maw,Rell
Dr. Mundo,Annie,Tristana,Kog'Maw,Tahm Kench
Dr. Mundo,Annie,Tristana,Miss Fortune,Alistar
Dr. Mundo,Annie,Tristana,Miss Fortune,Amumu
Dr. Mundo,Annie,Tristana,Miss Fortune,Blitzcrank
Dr. Mundo,Annie,Tristana,Miss Fortune,Braum
Dr. Mundo,Annie,Tristana,Miss Fortune,Leona
Dr. Mundo,Annie,Tristana,Miss Fortune,Maokai
Dr. Mundo,Annie,Tristana,Miss Fortune,Nautilus
Dr. Mundo,Annie,Tristana,Miss Fortune,Rell
Dr. Mundo,Annie,Tristana,Miss Fortune,Tahm Kench
Dr. Mundo,Annie,Tristana,Smolder,Alistar
Dr. Mundo,Annie,Tristana,Smolder,Amumu
Dr. Mundo,Annie,Tristana,Smolder,Blitzcrank
Dr. Mundo,Annie,Tristana,Smolder,Braum
Dr. Mundo,Annie,Tristana,Smolder,Leona
Dr. Mundo,Annie,Tristana,Smolder,Maokai
Dr. Mundo,Annie,Tristana,Smolder,Nautilus
Dr. Mundo,Annie,Tristana,Smolder,Rell
Dr. Mundo,Annie,Tristana,Smolder,Tahm Kench
Dr. Mundo,Annie,Tristana,Teemo,Alistar
Dr. Mundo,Annie,Tristana,Teemo,Amumu
Dr. Mundo,Annie,Tristana,Teemo,Blitzcrank
Dr. Mundo,Annie,Tristana,Teemo,Braum
Dr. Mundo,Annie,Tristana,Teemo,Leona
Dr. Mundo,Annie,Tristana,Teemo,Maokai
Dr. Mundo,Annie,Tristana,Teemo,Nautilus
Dr. Mundo,Annie,Tristana,Teemo,Rell
Dr. Mundo,Annie,Tristana,Teemo,Tahm Kench
Dr. Mundo,Annie,Tristana,Varus,Alistar
Dr. Mundo,Annie,Tristana,Varus,Amumu
Dr. Mundo,Annie,Tristana,Varus,Blitzcrank
Dr. Mundo,Annie,Tristana,Varus,Braum
Dr. Mundo,Annie,Tristana,Varus,Leona
Dr. Mundo,Annie,Tristana,Varus,Maokai
Dr. Mundo,Annie,Tristana,Varus,Nautilus
Dr. Mundo,Annie,Tristana,Varus,Rell
Dr. Mundo,Annie,Tristana,Varus,Tahm Kench
Dr. Mundo,Annie,Twitch,Corki,Alistar
Dr. Mundo,Annie,Twitch,Corki,Amumu
Dr. Mundo,Annie,Twitch,Corki,Blitzcrank
Dr. Mundo,Annie,Twitch,Corki,Braum
Dr. Mundo,Annie,Twitch,Corki,Leona
Dr. Mundo,Annie,Twitch,Corki,Maokai
Dr. Mundo,Annie,Twitch,Corki,Nautilus
Dr. Mundo,Annie,Twitch,Corki,Rell
Dr. Mundo,Annie,Twitch,Corki,Tahm Kench
Dr. Mundo,Annie,Twitch,Ezreal,Alistar
Dr. Mundo,Annie,Twitch,Ezreal,Amumu
Dr. Mundo,Annie,Twitch,Ezreal,Blitzcrank
Dr. Mundo,Annie,Twitch,Ezreal,Braum
Dr. Mundo,Annie,Twitch,Ezreal,Leona
Dr. Mundo,Annie,Twitch,Ezreal,Maokai
Dr. Mundo,Annie,Twitch,Ezreal,Nautilus
Dr. Mundo,Annie,Twitch,Ezreal,Rell
Dr. Mundo,Annie,Twitch,Ezreal,Tahm Kench
Dr. Mundo,Annie,Twitch,Jhin,Alistar
Dr. Mundo,Annie,Twitch,Jhin,Amumu
Dr. Mundo,Annie,Twitch,Jhin,Blitzcrank
Dr. Mundo,Annie,Twitch,Jhin,Braum
Dr. Mundo,Annie,Twitch,Jhin,Leona
Dr. Mundo,Annie,Twitch,Jhin,Maokai
Dr. Mundo,Annie,Twitch,Jhin,Nautilus
Dr. Mundo,Annie,Twitch,Jhin,Rell
Dr. Mundo,Annie,Twitch,Jhin,Tahm Kench
Dr. Mundo,Annie,Twitch,Kai'Sa,Alistar
Dr. Mundo,Annie,Twitch,Kai'Sa,Amumu
Dr. Mundo,Annie,Twitch,Kai'Sa,Blitzcrank
Dr. Mundo,Annie,Twitch,Kai'Sa,Braum
Dr. Mundo,Annie,Twitch,Kai'Sa,Leona
Dr. Mundo,Annie,Twitch,Kai'Sa,Maokai
Dr. Mundo,Annie,Twitch,Kai'Sa,Nautilus
Dr. Mundo,Annie,Twitch,Kai'Sa,Rell
Dr. Mundo,Annie,Twitch,Kai'Sa,Tahm Kench
Dr. Mundo,Annie,Twitch,Kog'Maw,Alistar
Dr. Mundo,Annie,Twitch,Kog'Maw,Amumu
Dr. Mundo,Annie,Twitch,Kog'Maw,Blitzcrank
Dr. Mundo,Annie,Twitch,Kog'Maw,Braum
Dr. Mundo,Annie,Twitch,Kog'Maw,Leona
Dr. Mundo,Annie,Twitch,Kog'Maw,Maokai
Dr. Mundo,Annie,Twitch,Kog'Maw,Nautilus
Dr. Mundo,Annie,Twitch,Kog'Maw,Rell
Dr. Mundo,Annie,Twitch,Kog'Maw,Tahm Kench
Dr. Mundo,Annie,Twitch,Miss Fortune,Alistar
Dr. Mundo,Annie,Twitch,Miss Fortune,Amumu
Dr. Mundo,Annie,Twitch,Miss Fortune,Blitzcrank
Dr. Mundo,Annie,Twitch,Miss Fortune,Braum
Dr. Mundo,Annie,Twitch,Miss Fortune,Leona
Dr. Mundo,Annie,Twitch,Miss Fortune,Maokai
Dr. Mundo,Annie,Twitch,Miss Fortune,Nautilus
Dr. Mundo,Annie,Twitch,Miss Fortune,Rell
Dr. Mundo,Annie,Twitch,Miss Fortune,Tahm Kench
Dr. Mundo,Annie,Twitch,Smolder,Alistar
Dr. Mundo,Annie,Twitch,Smolder,Amumu
Dr. Mundo,Annie,Twitch,Smolder,Blitzcrank
Dr. Mundo,Annie,Twitch,Smolder,Braum
Dr. Mundo,Annie,Twitch,Smolder,Leona
Dr. Mundo,Annie,Twitch,Smolder,Maokai
Dr. Mundo,Annie,Twitch,Smolder,Nautilus
Dr. Mundo,Annie,Twitch,Smolder,Rell
Dr. Mundo,Annie,Twitch,Smolder,Tahm Kench
Dr. Mundo,Annie,Twitch,Teemo,Alistar
Dr. Mundo,Annie,Twitch,Teemo,Amumu
Dr. Mundo,Annie,Twitch,Teemo,Blitzcrank
Dr. Mundo,Annie,Twitch,Teemo,Braum
Dr. Mundo,Annie,Twitch,Teemo,Leona
Dr. Mundo,Annie,Twitch,Teemo,Maokai
Dr. Mundo,Annie,Twitch,Teemo,Nautilus
Dr. Mundo,Annie,Twitch,Teemo,Rell
Dr. Mundo,Annie,Twitch,Teemo,Tahm Kench
Dr. Mundo,Annie,Twitch,Varus,Alistar
